548560;554610;Voilà près de 300 ans que le Japon refuse\Ntoute relation avec le monde extérieur.
554610;557900;Personne n'y entre et personne n'en sort.
558360;561560;En y réfléchissant ﻿bien,\Nc'est un refuge idéal.
561560;566920;Qui nous dit que le Comte n'est pas\Nà l'origine de cette politique ?
567790;568830;Très juste.
570250;571920;Q-Qui es-tu ?
572290;574630;Qu'est-ce que tu racontes ? C'est moi, Cho.
575380;577670;"Tu as dit ""Cho'' ?"
577670;579510;Tu es... Chomesuke ?
579510;580380;Gagné !
588560;590480;Strike !
591390;594360;Non, je peux pas. Chomesuke est un Akuma...
594900;596440;Mais qu'elle est migno...
599440;600740;Sale morveux immature.
605370;607860;Le Comte a fait du Japon sa base,
607860;610960;ce qui lui permet d'envoyer ses Akuma\Nà travers le monde entier.
611380;613620;Comment une chose pareille\Npeut être possible ?
613630;615790;Que fait le gouvernement à ce propos ?
616500;619860;90% de la population sont des Akuma
619860;623380;et le Comte contrôle\Nla totalité du gouvernement.
623760;624680;Comment est-ce...
624680;626970;Et ça fait 300 ans que c'est comme ça...
627010;630310;C'est vraiment le paradis rêvé\Npour le Comte et ses acolytes.
630810;635160;Sur ces terres,\Nil n'y a pas de place pour les humains.
636440;640280;En fait, je suppose que cela\Nvaut pour les Akuma également...
640320;643030;Chomesuke, que veux-tu dire par là ?
644820;645720;Il y a quelqu'un !
653960;655420;Sachiko.
656540;659060;Kawamura ! Attends ici une seconde !
659590;660920;Sachiko ?
660920;662640;C'est le nom d'mon enveloppe corporelle.
663010;667520;Voici mon amie, Kawamura.\NElle a été modifiée par Cross.
668090;669170;Kawamura !
669800;673500;Comme je suis contente que tu sois venue,\NKawamura !
673500;676140;Les choses deviennent\Ndangereuses ici, tu sais ?
680140;681270;Kawamura ?
686440;687420;Ka-Kawamura !
687940;688770;Chomesuke !
696030;697200;Planquez-vous !
698200;699910;Dépêchez-vous !
701000;702910;Et éteignez c'te lumière !
709880;711090;Des niveaux trois...
711130;711920;Trois d'un coup ?
712420;714930;N-Ne respirez plus...\NIls vont sentir votre présence...
714970;717800;R-R-Restez cachés\Ndu mieux que vous le pouvez...
718390;720430;Eh, mais qu'est-ce qu'il se passe ?
720430;722060;Qu'est-il arrivé à cet Akuma,\NKawamura ?
722060;728560;Kawamura était venue nous chercher,\Nmais ces niveaux trois l'ont capturée.
728610;729820;Elle est fichue.
729820;730690;Capturée ?
731610;733740;Pourquoi est-ce que des Akuma...
741830;742830;Pour s'nourrir...
743330;746260;Cela se produit\Nquand la population des Akuma
746260;748380;dépasse une certaine densité.
748580;750560;Pour apaiser leur soif de sang,
750560;753760;ils se nourrissent d'autres Akuma\Net absorbent leurs capacités.
754760;758180;Puisque j'suis qu'un niveau deux,\Nj'peux rien faire pour empêcher ça.
758890;761680;Ici, y'a aucune différence,\Nque vous soyez humain ou Akuma.
761720;764680;C'est la loi du plus fort qui règne.
779700;782370;Je vais vomir...\NJ'ai un mauvais pressentiment.
782700;783660;C'est...
783660;787370;Les restes de leurs repas, hein ?
788960;792290;Ça va aller ? Voulez-vous un peu d'eau ?
792290;795960;Non, je vais bien. Merci, euh...
796510;800300;Je m'appelle Chao Ji ! J'étais un marin\Nde troisième classe sur le bateau.
800940;804810;Les deux là-bas,\Nc'est Maosa et Kie, mes supérieurs.
806020;808770;Ravi de vous rencontrer, Exorciste.
808810;810310;Oui, enchantée.
812940;815480;Les organes sont tous desséchés.
816360;818570;Qu'est-ce qui va pas, Sachiko ?
818610;820400;J'préfère Chomesuke.
820410;822110;Qu'est-ce qu’on fait maintenant ?
822160;826330;On n'a pas vraiment l'choix.\NJ'vais vous accompagner jusqu'à Edo.
827540;829830;On n'a plus beaucoup d'temps.
832500;833830;Qu'est-ce qu'il y a, Sachiko ?
834630;838010;Abruti ! J'ai pas dit que\Nj'préférais qu'on m'appelle Chomesuke ?
838010;841600;Euh attends.\NJ'crois pas que c'est l'moment de parler de ça.
850230;851020;Hein ?
851460;852610;Qu'est-ce que t'as dit ?
852610;854940;Je suis vraiment désolééé...
855200;857360;Le nom d'Allen Walker\Nne veut pas disparaaaître...
857780;862740;Je froootte, je brooosse,\Nmais pourtaaant...
863240;867290;Non, non, non ! C'est impossible,\Nessaie de frotter plus fort !
867330;870250;Ne mens pas juste pour\Npouvoir sortir de ta cage !
871790;875080;Il eeest... vivaaant...
882390;883720;Hé là !
885520;890440;Un gars aussi cool que toi ne devrait pas\Nbouffer les poissons d'un bassin.
890480;893020;T'es pourtant en mission spéciale, Tyki.
893690;895230;Yo, les jumeaux.
895900;896960;Moi c'est David.
897400;898570;Et moi Jasdero.
898960;900990;Et ensemble nous formons les Jasdavid !
901740;903950;Vous êtes toujours aussi pâles.
903950;906580;C'est du maquillage, clochard !
907540;910290;Désolé mais, pouvez-vous\Nrevenir un peu plus tard ?
910290;911830;J'étais occupé.
912210;917300;Alors comme ça,\Ntu passes ton temps à tuer nos cibles...
917300;920590;C'est pour ça que t'as rappliqué\Nau Japon, pas vrai ?
920630;921720;Pas vrai ?!
922180;925200;Ah, tu parles de ce Cross ?
925460;929060;"""Ce Cross"" justement, c'est un\NMaréchal Exorciste et c'est notre cible !"
929060;930940;Si tu fais mine de l'approcher, on te bute !
930940;932220;On te bute ! On te bute !
936980;938340;Qu'est-ce que ça veut dire ?
938740;942200;Le type qu'on vous a demandé de tuer\Nest le Maréchal Cross ?
942200;944120;Magnez-vous, alors.
944160;945830;Ça devrait prendre moins de temps...
945830;949450;La ferme !\NIl est sacrément coriace, le bonhomme.
949910;953580;On a essayé trois fois de lui faire la peau,\Nmais sans résultat !
954920;958590;Toi aussi, tu as bien foiré un assassinat.
958590;961220;Je l'ai entendu dire, Allen quelque chose.
961220;964590;Ferme-la. Bon, on va où comme ça ?
965890;968100;Le Prince et Road sont ici aussi.
969930;970720;C'est vrai ?
974480;976620;Hé, je crois qu'on a heurté quelque chose ?
984950;989160;"Si le Prince Millénaire et Road sont là,\Nalors la ""boîte"" doit être achevée."
989870;991000;J'pense aussi...
992040;994960;Bon... Que nous vaut la visite\Nde Monsieur Friandises ?
994960;997590;Je suis pas Friandises.\NJe suis Skin Borik.
998210;1002580;Mon maréchal aux lunettes m'a échappé\Net s'est réfugié dans les parages.
1002580;1004200;Voilà pourquoi.
1004470;1006080;Oh ? Toi aussi, hein ?
1006850;1010100;On a vraiment l'air d'une bande d'incapables...
1010470;1012360;Te la ramène pas !
1012360;1013590;J'suis pas un perdant, moi !
1014900;1016420;Le Chef va devenir tout rouge !
1032130;1033750;Nostalgique, hein ?
1034210;1039180;Même si je ne viens pas ici très souvent,\Nje me sens ainsi à chaque fois.
1039180;1040900;Je ne suis même pas né ici...
1041080;1043890;Ouais, je ressens la même chose.
1043930;1046970;Pourtant les endroits lugubres comme ça,\Nc'est pas notre genre.
1047480;1051980;Les gènes Noé qui sont en vous\Nsont à l'origine de cette nostalgie.
1054880;1061200;Après avoir échappé au déluge, c'est ici que\NNoé créa la seconde humanité.
1061780;1065520;Voici la terre natale de vos ancêtres.
1066290;1068900;Je croyais vous en avoir parlé ?
1068900;1073480;L'Arche de Noé elle-même\Nest le berceau de l'humanité.
1075020;1076700;L'Arche de Noé.
1076700;1082360;Évoquée dans le premier livre de l'Ancien\NTestament, chapitres 6 à 8 de la Genèse.
1085430;1091480;Pour punir l'humanité corrompue,\NDieu décida d'envoyer le déluge.
1091480;1095100;Il permit cependant à un Homme, Noé,\Nde construire une Arche...
1097340;1099120;et d'y échapper.
1103320;1106700;Il le fit donc monter sur cette Arche,
1106700;1110860;qui s'échoua sur les pentes du\NMont Ararat quand les eaux se retirèrent.
1111210;1115700;Dieu fit de lui le nouvel ancêtre\Nde l'humanité à la suite d'Adam.
1115700;1117700;Ainsi est-ce écrit.
1120470;1121580;Notre terre natale...
1122130;1125140;Et maintenant, c'est une fabrique d'Akuma.
1125140;1128430;Finalement, les humains et les Akuma\Nsont nés au même endroit.
1129180;1130020;C'est marrant !
1132980;1138400;Cependant, il est temps pour nous\Nde quitter cette Arche.
1138400;1139800;Goodbye, Edo.
1140240;1146820;Afin d'obéir au prochain Ragnarok,\Nnous devons nous en trouver une nouvelle.
1158250;1159660;Inifni ediv.
1184380;1186920;Sachiko, ta tête te fait-elle encore mal ?
1186970;1189930;Abruti ! Je t'ai dit de m'appeler Chomesuke !
1190300;1192510;Le Comte Millénaire émet des ondes !
1192510;1193580;Le Comte ?
1193930;1196340;A-t-il découvert que\Nnous nous trouvions ici ?
1197140;1200190;N-Non, j'en ai pas l'impression...
1200690;1202770;C'est sa façon de communiquer...
1202900;1207360;J'commence à avoir la tête qui tourne\Ndans tous les sens.
1207740;1210030;Qui suis-je ? Où suis-je ?
1210160;1211820;Reprends-toi, Chomesuke !
1212700;1214620;Vu la portée de ce message,
1214830;1219020;le Comte doit être en train de rassembler\Ntous les Akuma du Japon.
1221000;1224670;Qu'est-ce que tu veux dire\Npar les rassembler tous ?
1224670;1225980;Hé, Chomesuke.
1226340;1231350;J-Je suis un Akuma modifié par Marian.
1231470;1235980;Normalement,\Nje peux ignorer les ordres du Comte.
1236480;1242860;Mais, la puissance de cet appel est...\Nvraiment trop grande.
1245240;1246280;Chôme...
1246360;1247720;Je suis désolée, Lavi.
1248160;1251820;Je dois... me rendre\Nauprès de Monsieur le Comte...
1252330;1255340;Attends ! Rejoindre le Comte ?\NTu veux dire que...
1255660;1257370;À l'instant même,
1257500;1261360;le Comte Millénaire vient d'arriver\Ndans la Capitale Impériale d'Edo.
1265630;1268400;Le Comte Millénaire... est à Edo ?
1278100;1282420;Mes petits joujoux,\Npouvez-vous entendre ma voix ?
1287440;1288560;Comte !
1290020;1290980;Comte !
1292700;1295740;Aaaah ! C'est magnifique !
1296250;1300260;C'est dégoûtant !\NTous ces Akuma viennent vraiment du Japon ?
1301840;1304670;J'me demande bien pourquoi il les a appelés ?
1308550;1312180;Hé, Tyki ! On n'a plus besoin de toi au Japon !
1312180;1314060;Va faire ton boulot ailleurs !
1314270;1316390;Qu'est-ce tu glandes encore ici ?
1316390;1318770;Cross appartient à Jasdavid.
1322360;1325540;Je vais vous prêter main-forte aujourd'hui.
1325740;1328020;Mais, Jasdavid et Skin,
1328260;1331840;il ne va pas falloir que vous continuiez\Nà perdre face aux Maréchaux.
1332530;1336260;La quête du Cœur Précieux\Nest encore longue.
1338170;1340760;Mettez-vous sérieusement au travail !
1341340;1343520;D-Désolé.
1343960;1345840;Toi aussi, mon petit Tyki.
1345880;1348520;J'aimerais que vous arrêtiez\Nde m'appeler comme ça.
1350600;1354600;Je ne suis pas certain de savoir ce que Froi\N﻿Tiedoll espère accomplir en venant ici,
1354600;1358940;mais j'ai un mauvais pressentiment en ce\Nqui concerne la présence de Marian.
1358940;1363570;Je n'ai jamais été capable\Nde saisir la véritable nature de cet homme.
1363570;1368740;Peut-être le destin nous a-t-il réunis\Ndans ce pays, Cross Marian.
1368860;1373400;Rencontrons-nous la veille du départ\Nde mon nouveau navire.
1373950;1376380;En avant, mon armée d'Akuma.
1376960;1381020;Anéantissez-moi ces Maréchaux !
1392310;1393240;H﻿ein ?
1393680;1394480;C'est quoi ?
1395100;1396300;Un serpent ?
1400440;1401360;Prends-ça.
1403440;1405070;C'est mauvais.
1406700;1407540;Attention !
1411830;1414330;Le Prince Millénaire s'est fait manger !
1415540;1416830;Espèce d'idiot.
1421160;1425360;Ce n'est rien comparé\Nà l'attaque d'un Maréchal.
1427680;1430360;Sortez de votre trou, misérables rats.
1439350;1442340;Nous ne vous laisserons pas attraper\Nles Maréchaux, Comte !
1445280;1448360;Croyez-vous pouvoir gagner ?
1449740;1453380;Est-ce que ce gros bonhomme ridicule\Nest le Comte, Bookman ?
1453990;1454880;En effet.
1455370;1456860;Nous nous rencontrons enfin...
1457330;1461420;Vous serez tous punis\Npour vous être introduits en ces lieux !
1462000;1465080;Alors c'est lui... notre ennemi juré.
1465420;1467500;Vous allez vraiment\Nvous battre contre lui ?!
1467760;1470590;Il a une armée d'Akuma\Net pis y'a quatre Noé là-bas aussi !
1470600;1472100;Vous avez pas la moindre chance !
1472180;1474510;Vous allez tous mourir, à 100% !
1475300;1476560;Ne dis pas ça, Chôme.
1477360;1479400;Nous savons à quel point ils sont forts.
1479540;1482360;Mais hors de question\Nde partir défaitiste.
1482680;1483880;Lavi...
1485360;1486420;Mais...
1491910;1495180;Tu vois bien que vous n'avez aucune chance...
1495700;1497830;Quel moulin à paroles.
1497830;1500500;Rien n'est écrit d'avance, tu comprends ?
1500500;1505700;Exact. Il se pourrait même\Nqu'on les écrase complètement !
1516640;1517440;Toi ?
1526100;1530420;Désolé... Mais, ce n'est pas\Nun endroit pour les enfants.
1531830;1534700;Oh, mais ce sont mes amis\Nl'aristo et le borgne.
1535160;1538120;Cet homme...\NC'est celui qu'on a vu dans la mémoire de Tim.
1538540;1540780;Comment je pourrais oublier ce visage ?
1550020;1551400;Cette nuit-là...
1555560;1557320;Arrête ça !
1559270;1561400;C'est le Noé qui a massacré Allen !
1561820;1564730;J'ai un peu de temps libre devant moi...
1564880;1566380;Je serai votre adversaire.
1566840;1568140;Amène-toi !
1568570;1570070;Lavi.
1570080;1571740;Cette ordure est pour moi.
1572540;1573920;Que personne n'interfère.
1574440;1577420;Je ne serai bien qu'une fois\Nque je lui aurai cassé sa sale gueule !
1577920;1582500;Quoi ? Es-tu énervé\Nparce que j'ai buté le petit tricheur ?
1582500;1584400;C'était ton ami, par hasard ?
1584760;1585760;Ferme-la...
1585820;1588160;Ah, je crois que oui.
1588390;1589890;Ferme-la.
1589890;1594020;Est-ce que cette jolie fille derrière toi\Nétait aussi son amie ?
1594060;1595160;Ferme-la !
1595640;1599880;Désolé, ça a dû être terrible...\NJe comprends.
1600440;1603440;Parce que moi aussi, j'ai des amis.
1603820;1604980;Ferme-la...
1604990;1606700;Je comprends, mon garçon...
1606700;1607840;Ferme-la.
1607900;1609460;C'est une peine immense...
1609910;1610820;Ferme-la !
1611000;1612440;De perdre un ami.
1612700;1614440;La ferme !
1615290;1617080;Ne t'emporte pas comme ça.
1618370;1619960;Ton ami est vivant.
1621590;1624000;Il ne devrait pas tarder à nous rejoindre.
1624080;1625680;Vous pourriez même...
1625720;1626720;le revoir.
1627620;1630560;Si bien sûr vous arrivez\Nà survivre jusque-là.
1631600;1634560;En tout cas, Allen Walker\Nne devrait pas tarder.
1634880;1638400;J'ai détruit personnellement\Nson Innocence.
1638940;1641060;Dans l'état où il doit se trouver,
1641100;1644460;l'Akuma que j'ai envoyé devrait\Nnous le ramener à moitié mort,
1644880;1646140;et cela très bientôt.
1659460;1662210;Tu voulais me voir, mon petit Tyki ?
1662210;1663340;"""Petit"" ?"
1663340;1664380;Oui ?
1664380;1665500;Effectivement.
1666170;1668010;C'est à propos de lui.
1668720;1670720;Êtes-vous certain qu'il est toujours en vie ?
1670720;1672660;Absolument.
1672660;1675740;Son Innocence ne s'est pas désintégrée,\Nelle a dû le soigner.
1675740;1678000;Ton ennemi est encore vivant.
1679480;1681900;Ne sous-estime pas\Nle pouvoir des Innocences.
1683190;1686860;Il fera tout ce qui est\Nen son pouvoir pour nous vaincre,
1687160;1689300;parce qu'il est un démon, lui aussi.
1693030;1694870;Hé, toi là-bas.
1697790;1701960;"Rends-toi immédiatement en Chine\Nen utilisant la ""boîte"" et ramène-le avec toi."
1705090;1706130;Compris.
1706630;1708550;Ce gars est ton adversaire.
1733620;1736950;Qu'est-ce que tu fous ?\NConcentre-toi un peu !
1739620;1741160;Espèce...
1741160;1743710;d'abruti fini !
1746000;1747460;M-M. Walker !
1748420;1750210;Lou Fa, c'est dangereux !
1750380;1752680;Tu vas te secouer un peu, oui ?!
1753050;1756260;Mlle Fô, il n'a pas l'air dans son assiette.
1756260;1758560;La ferme ! Je m'en fous complètement !
1758720;1760520;Pourquoi tu ne te donnes pas à fond ?
1761020;1762810;J-J'essaye.
1763420;1764810;T'essaies rien du tout !
1765150;1769400;Qu'est-ce qui va pas ?\NJe ne sens aucune tension chez toi !
1769650;1773900;Tu passes ton temps à te défendre !\NAucune attaque !
1773910;1776320;Tu flippes ou quoi ?
1776320;1778530;T'as rien dans le ventre, chiffe molle !
1778870;1783080;Une pousse de Soja comme toi\Nne pourra jamais activer son Innocence !
1785830;1787460;Walker est revenu !
1787670;1790460;Qu'est-ce que t'as, merdeux ?! Tu veux te battre ?!
1790460;1792090;Ça tourne à la bagarre de rue !
1794130;1796800;Je ne comprends pas non plus.
1798470;1799760;C'est pas...
1800360;1802520;C'est pas comme si j'aimais être là.
1803390;1804730;Je ne comprends pas !
1805440;1806730;Je ne comprends rien.
1807310;1808380;Merde...
1808780;1809700;Merde !
1811280;1812810;Jusqu'à quand...
1813860;1815400;je vais croupir ici ?
1819910;1821660;Nous sommes tous inquiets.
1822120;1825290;Que se passera-t-il si cet endroit\Nest attaqué parce qu'il s'y trouve ?
1825580;1829480;Est-il vraiment nécessaire\Nqu'il reste au sein de la Branche Asiatique ?
1830130;1834760;Pourquoi ne pas le transférer au QG ?\NIls sont bien mieux équipés qu'ici.
1835340;1839510;Qu'arrivera-t-il si un Akuma\Ntrouve M. Walker pendant qu'il est en route ?
1839970;1842500;À l'heure actuelle,\Nil n'est qu'un Homme normal.
1842500;1844600;Il est incapable de se protéger lui-même.
1845060;1847220;N-Nous verrons quand ça arrivera.
1847220;1850560;Un Exorciste qui ne peut\Nactiver son Innocence
1850620;1851860;nous est inutile.
1852190;1854400;C-Comment pouvez-vous dire telle chose ?
1855400;1857860;J'ai bien compris votre\Npoint de vue sur ce sujet.
1858530;1861410;Cependant, il est loin\Nd'être un soldat inutile.
1862830;1866540;Le nombre d'Exorcistes est sur le déclin,\Nvous devez bien être au courant.
1867210;1869120;Chacun d'entre eux est précieux.
1869500;1871630;Walker, bien sûr, est l'une de ces personnes.
1872380;1874510;Son existence est extrêmement vitale.
1875220;1881050;Pas seulement pour la branche Asiatique,\Nmais pour la Congrégation toute entière.
1885640;1888810;Si tel est le cas,\Nalors notre discussion est finie.
1891560;1895570;Pour l'amour de Dieu.\NOser faire ce genre de demande...
1895990;1897860;Ils sont anxieux eux aussi.
1898490;1901030;Il est vrai que le clan Noé veut sa tête.
1902660;1907160;Ils se moquent de son statut d'Exorciste\Nou même de son Innocence.
1907160;1910500;Ils veulent simplement\Neffacer son existence...
1911540;1913900;"...à cause de ses liens\Navec une ""certaine personne""."
1914880;1918880;Walker lui-même ignore de qui il s'agit.\NÇa m'intrigue.
1919680;1921040;Quoi qu'il en soit,
1921400;1925580;jusqu'à ce qu'il ait restauré son\Narme, nous ne pouvons pas le laisser partir.
1927480;1929690;Ici, il est en sécurité.
1932310;1937150;Après tout, l'entrée a été scellée\Npar la divinité de mon grand-père.
1942570;1945200;Bonjour ! Ça faisait longtemps !
1945200;1946290;Komui ?
1947500;1949680;Comment ça se passe de ton coté ?
1949680;1951680;Je viens prendre quelques nouvelles !
1951880;1954290;Grand Intendant ! Faites votre travail !
1957670;1959590;Rien n'a vraiment changé.
1959590;1962840;Si c'est à propos de Walker,\Nje n'ai pas beaucoup plus d'informations.
1963510;1966510;Je vois. Qu'est-ce qui empêche l’activation ?
1966850;1969140;Nous aurions aimé le savoir...
1969810;1974400;Cependant, il s'est amélioré grâce\Nà la stratégie que nous employons.
1974820;1976180;Notre but était
1976180;1978600;d'éveiller les sens de Walker\Naux notions de danger,
1978650;1981070;afin de forcer son évolution\Nen tant qu'homme.
1981740;1986410;C'était mon intention,\Njusqu'à ce que je vois les résultats.
1986830;1987780;En d'autres termes,
1987780;1991880;la corrélation entre la mise en danger\Nde Walker et l'activation de son Innocence...
1992210;1994000;n'est pas si importante.
1995630;1996790;Qu'en penses-tu ?
1997750;2001630;Il semblerait que\Nl'activation de son Innocence
2002090;2004430;dépende d'un tout autre facteur.
2004760;2007390;Un autre facteur ? Comme quoi ?
2007640;2011640;C'est difficile à dire mais... j'ai une idée.
2012390;2016480;L'Innocence a sa propre volonté.\NAs-tu déjà ressenti ça ?
2017020;2018060;Effectivement.
2018060;2021980;Quand il était à l'article de la mort\Nje n'ai rien pu faire, mais je l'ai ressenti.
2022740;2024720;Une existence dotée d'une volonté propre...
2024720;2026940;Il doit bien y avoir\Nquelque chose qu'elle veut.
2028580;2032290;Cette chose, nécessaire à l'activation,\Nest aussi ce que l'Innocence recherche.
2032620;2035790;D'un autre côté,\NAllen recherche également quelque chose.
2036630;2038420;Pourrait-il s'agir de la même chose ?
2039130;2044130;Quelle est cette chose\Nqu'Allen et l'Innocence recherchent ?
2049100;2050970;Qu'est-ce que j'ai fait ?
2051930;2054060;Je suis misérable de\Npasser ma colère sur Fô.
2054730;2058520;Peut-être ne voudra-t-elle plus\Ns'entraîner avec moi.
2061190;2065110;Et puis à quoi bon ?\NMes efforts ne servent à rien.
2066280;2070790;Je ne me souviens même plus\Ncomment activer mon arme...
2072330;2076830;Ni des sensations que j'avais,\Navec cet horrible bras.
2080420;2081920;Tout est si sombre...
2084510;2087090;Monsieur Walker...
2087340;2090600;L-Lou Fa ? Qu'est-ce que tu fais là ?
2090600;2094060;Vous disiez qu'il faisait sombre,\Nvoici une lampe.
2094060;2096060;C-C'était une façon de parler.
2097020;2097940;C'est pour vous.
2098190;2100560;M-Merci beaucoup.
2107240;2111030;Votre bras...\NVous vous donnez tant de mal pourtant.
2111620;2114080;Non, je n'arrive à rien.
2114960;2116580;C'est lamentable.
2116580;2120170;Ne dîtes pas ça !\NVous faites de votre mieux, non ?
2121000;2124420;Peut-être, mais si rien n'arrive,\Nça ne servira à rien.
2125090;2126170;Si rien n'arrive ?
2127590;2129140;Qu'est-ce que vous recherchez ?
2130720;2132800;Vous vous êtes fait de nouveaux amis,
2132800;2137310;puis les Noé sont apparus\Npour traquer le Cœur Précieux.
2138900;2143900;Tant des nôtres ont été tués,\Nvous avez vu un Rejeté et perdu votre arme.
2144860;2147160;Vous voulez continuer à protéger vos amis ?
2147780;2150100;Pensez-vous toujours à contrer le clan Noé ?
2151070;2155080;Je pense que vous êtes accablé\Npour ceux que vous n'avez pas pu sauver.
2155140;2157140;Ce poids vous écrase ?
2157140;2158980;Voulez-vous poursuivre la lutte ?
2159920;2165210;En ce moment, n'est-ce pas votre\Nbonté qui vous pousse en avant ?
2166630;2173970;Mais, pendant que cette bonté\Nvous pousse à continuer le combat,
2174640;2179350;n'étouffe-t-elle pas d'autres sentiments,\Nencore plus précieux ?
2180310;2182810;On ne combat pas\Npour le plaisir de combattre.
2183400;2186320;On ne vit pas pour le combat en soi.
2187650;2192700;Je crois que nous nous battons pour toutes\Nles choses qui nous sont chères.
2193990;2195450;Qui nous sont chères...
2195950;2196700;Oui.
2198620;2199600;Tu...
2201880;2203440;Qu'est-ce que c'est qu'ça ?!
2204630;2208920;J-J-J-Je suis en train de\Nflirter avec M. Walker !
2209800;2212050;Que se passe-t-il, Lou Fa ?
2212760;2213550;Que...
2214340;2216020;Elle a tout gâché.
2219520;2220730;F-Fô !
2222100;2225610;Oh, je le savais.\NMlle Fô peut copier qui elle veut.
2226190;2228570;Elle le fait pour titiller le Directeur.
2228570;2231490;Mais, pourquoi a-t-elle\Nutilisé l'apparence de Lou Fa ?
2233320;2235780;Ne te fais pas de fausses idées, Walker.
2237240;2241750;Cette tendresse n'était pas gratuite.\NJe suis toujours en colère.
2242120;2243340;Ne l'oublie pas !
2246290;2249880;Il m'en fait voir de toutes les couleurs,\Nce mioche ! Bon sang.
2252880;2255050;Merci, Fô.
2256640;2257720;Pour la lanterne.
2258470;2260840;On reprend dès que\Nje me serai reposée un peu.
2262730;2263600;Ok !
2264270;2266980;Merci de ne plus prendre\Nmon apparence à l'avenir !
2267270;2269940;Alors, que voulait Mlle Fô ?
2269940;2272240;Elle m'a enseigné une leçon importante.
